"Session_ID","Round","Algorithm_Used","Arm","Device_Type","Time_of_Day","Reward","True_CTR","Cumulative_Reward","Regret","Cumulative_Regret"
5114,1114,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Evening",0,0.1,120,0.02,8.98999999999997
5115,1115,"Epsilon-Greedy (eps=0.1)","Ad_B","Mobile","Morning",0,0.08,120,0.04,9.02999999999997
5116,1116,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",0,0.12,120,0,9.02999999999997
5117,1117,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",0,0.12,120,0,9.02999999999997
5118,1118,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",0,0.12,120,0,9.02999999999997
5119,1119,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",0,0.12,120,0,9.02999999999997
5120,1120,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Morning",1,0.12,121,0,9.02999999999997
5121,1121,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Evening",1,0.12,122,0,9.02999999999997
5122,1122,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",0,0.12,122,0,9.02999999999997
5123,1123,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Evening",0,0.12,122,0,9.02999999999997
5124,1124,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Evening",0,0.12,122,0,9.02999999999997
5125,1125,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",1,0.1,123,0.02,9.04999999999997
5126,1126,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Afternoon",0,0.1,123,0.02,9.06999999999997
5127,1127,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Evening",0,0.1,123,0.02,9.08999999999997
5128,1128,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Afternoon",0,0.1,123,0.02,9.10999999999997
5129,1129,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Afternoon",0,0.1,123,0.02,9.12999999999997
5130,1130,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Evening",1,0.1,124,0.02,9.14999999999997
5131,1131,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",1,0.1,125,0.02,9.16999999999997
5132,1132,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,125,0.02,9.18999999999997
5133,1133,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,125,0.02,9.20999999999997
5134,1134,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Afternoon",0,0.1,125,0.02,9.22999999999997
5135,1135,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",1,0.12,126,0,9.22999999999997
5136,1136,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Evening",0,0.1,126,0.02,9.24999999999997
5137,1137,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Afternoon",0,0.1,126,0.02,9.26999999999997
5138,1138,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Evening",1,0.1,127,0.02,9.28999999999997
5139,1139,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Afternoon",0,0.1,127,0.02,9.30999999999996
5140,1140,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,127,0.02,9.32999999999996
5141,1141,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,127,0.02,9.34999999999996
5142,1142,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,127,0.02,9.36999999999996
5143,1143,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,127,0.02,9.38999999999996
5144,1144,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Afternoon",0,0.1,127,0.02,9.40999999999996
5145,1145,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,127,0.02,9.42999999999996
5146,1146,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,127,0.02,9.44999999999996
5147,1147,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,127,0.02,9.46999999999996
5148,1148,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,127,0.02,9.48999999999996
5149,1149,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Evening",0,0.1,127,0.02,9.50999999999996
5150,1150,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,127,0.02,9.52999999999996
5151,1151,"Epsilon-Greedy (eps=0.1)","Ad_A","Tablet","Evening",0,0.05,127,0.07,9.59999999999996
5152,1152,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Evening",0,0.1,127,0.02,9.61999999999996
5153,1153,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,127,0.02,9.63999999999996
5154,1154,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Evening",1,0.1,128,0.02,9.65999999999996
5155,1155,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Afternoon",0,0.1,128,0.02,9.67999999999996
5156,1156,"Epsilon-Greedy (eps=0.1)","Ad_B","Tablet","Morning",0,0.08,128,0.04,9.71999999999996
5157,1157,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Afternoon",0,0.1,128,0.02,9.73999999999996
5158,1158,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,128,0.02,9.75999999999996
5159,1159,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,128,0.02,9.77999999999996
5160,1160,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Afternoon",0,0.1,128,0.02,9.79999999999996
5161,1161,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,128,0.02,9.81999999999996
5162,1162,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Afternoon",0,0.1,128,0.02,9.83999999999996
5163,1163,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,128,0.02,9.85999999999996
5164,1164,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,128,0.02,9.87999999999995
5165,1165,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,128,0.02,9.89999999999995
5166,1166,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Evening",0,0.1,128,0.02,9.91999999999995
5167,1167,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Morning",0,0.1,128,0.02,9.93999999999995
5168,1168,"Epsilon-Greedy (eps=0.1)","Ad_A","Tablet","Afternoon",0,0.05,128,0.07,10.01
5169,1169,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",0,0.12,128,0,10.01
5170,1170,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,128,0,10.01
5171,1171,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Morning",0,0.12,128,0,10.01
5172,1172,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Evening",0,0.1,128,0.02,10.03
5173,1173,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",0,0.12,128,0,10.03
5174,1174,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",0,0.12,128,0,10.03
5175,1175,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Morning",0,0.12,128,0,10.03
5176,1176,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",0,0.12,128,0,10.03
5177,1177,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Morning",0,0.12,128,0,10.03
5178,1178,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,128,0,10.03
5179,1179,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Afternoon",0,0.1,128,0.02,10.05
5180,1180,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",0,0.12,128,0,10.05
5181,1181,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,128,0,10.05
5182,1182,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Morning",0,0.12,128,0,10.05
5183,1183,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Evening",0,0.12,128,0,10.05
5184,1184,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",0,0.12,128,0,10.05
5185,1185,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Evening",0,0.12,128,0,10.05
5186,1186,"Epsilon-Greedy (eps=0.1)","Ad_A","Desktop","Afternoon",0,0.05,128,0.07,10.12
5187,1187,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Evening",0,0.1,128,0.02,10.14
5188,1188,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Evening",0,0.12,128,0,10.14
5189,1189,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",0,0.12,128,0,10.14
5190,1190,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",0,0.12,128,0,10.14
5191,1191,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",0,0.12,128,0,10.14
5192,1192,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",1,0.12,129,0,10.14
5193,1193,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Afternoon",0,0.12,129,0,10.14
5194,1194,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Morning",0,0.12,129,0,10.14
5195,1195,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Afternoon",0,0.12,129,0,10.14
5196,1196,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Evening",0,0.12,129,0,10.14
5197,1197,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",0,0.12,129,0,10.14
5198,1198,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Evening",0,0.12,129,0,10.14
5199,1199,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",0,0.12,129,0,10.14
5200,1200,"Epsilon-Greedy (eps=0.1)","Ad_A","Mobile","Afternoon",0,0.05,129,0.07,10.21
5201,1201,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",0,0.12,129,0,10.21
5202,1202,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",0,0.12,129,0,10.21
5203,1203,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Evening",0,0.1,129,0.02,10.23
5204,1204,"Epsilon-Greedy (eps=0.1)","Ad_B","Desktop","Morning",0,0.08,129,0.04,10.27
5205,1205,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,129,0,10.27
5206,1206,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Afternoon",0,0.12,129,0,10.27
5207,1207,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,129,0,10.27
5208,1208,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,129,0,10.27
5209,1209,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",1,0.12,130,0,10.27
5210,1210,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Evening",0,0.12,130,0,10.27
5211,1211,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",0,0.12,130,0,10.27
5212,1212,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Evening",1,0.12,131,0,10.27
5213,1213,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,131,0,10.27
5214,1214,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",0,0.12,131,0,10.27
5215,1215,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,131,0.02,10.29
5216,1216,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,131,0.02,10.31
5217,1217,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",0,0.12,131,0,10.31
5218,1218,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Evening",0,0.12,131,0,10.31
5219,1219,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",0,0.12,131,0,10.31
5220,1220,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",0,0.12,131,0,10.31
5221,1221,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Morning",0,0.12,131,0,10.31
5222,1222,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",0,0.12,131,0,10.31
5223,1223,"Epsilon-Greedy (eps=0.1)","Ad_B","Desktop","Evening",0,0.08,131,0.04,10.3499999999999
5224,1224,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Evening",0,0.12,131,0,10.3499999999999
5225,1225,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,131,0,10.3499999999999
5226,1226,"Epsilon-Greedy (eps=0.1)","Ad_A","Desktop","Morning",0,0.05,131,0.07,10.42
5227,1227,"Epsilon-Greedy (eps=0.1)","Ad_A","Mobile","Evening",0,0.05,131,0.07,10.49
5228,1228,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Afternoon",0,0.12,131,0,10.49
5229,1229,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",1,0.12,132,0,10.49
5230,1230,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",0,0.12,132,0,10.49
5231,1231,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Evening",0,0.12,132,0,10.49
5232,1232,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Evening",0,0.12,132,0,10.49
5233,1233,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",0,0.12,132,0,10.49
5234,1234,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",0,0.12,132,0,10.49
5235,1235,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,132,0,10.49
5236,1236,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Evening",0,0.12,132,0,10.49
5237,1237,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",0,0.12,132,0,10.49
5238,1238,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Afternoon",0,0.12,132,0,10.49
5239,1239,"Epsilon-Greedy (eps=0.1)","Ad_A","Mobile","Evening",0,0.05,132,0.07,10.56
5240,1240,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Evening",0,0.12,132,0,10.56
5241,1241,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",0,0.12,132,0,10.56
5242,1242,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,132,0,10.56
5243,1243,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Afternoon",0,0.12,132,0,10.56
5244,1244,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Evening",0,0.12,132,0,10.56
5245,1245,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Evening",0,0.12,132,0,10.56
5246,1246,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Morning",0,0.12,132,0,10.56
5247,1247,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",0,0.12,132,0,10.56
5248,1248,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Morning",0,0.12,132,0,10.56
5249,1249,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Morning",0,0.12,132,0,10.56
5250,1250,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",0,0.12,132,0,10.56
5251,1251,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",1,0.12,133,0,10.56
5252,1252,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Evening",0,0.12,133,0,10.56
5253,1253,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Evening",0,0.12,133,0,10.56
5254,1254,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",0,0.12,133,0,10.56
5255,1255,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Morning",0,0.12,133,0,10.56
5256,1256,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Evening",0,0.12,133,0,10.56
5257,1257,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",0,0.12,133,0,10.56
5258,1258,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",1,0.12,134,0,10.56
5259,1259,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Afternoon",0,0.12,134,0,10.56
5260,1260,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",0,0.12,134,0,10.56
5261,1261,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,134,0,10.56
5262,1262,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,134,0,10.56
5263,1263,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Afternoon",0,0.12,134,0,10.56
5264,1264,"Epsilon-Greedy (eps=0.1)","Ad_B","Desktop","Morning",0,0.08,134,0.04,10.5999999999999
5265,1265,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",0,0.12,134,0,10.5999999999999
5266,1266,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,134,0,10.5999999999999
5267,1267,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Evening",0,0.12,134,0,10.5999999999999
5268,1268,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Afternoon",0,0.12,134,0,10.5999999999999
5269,1269,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Evening",0,0.12,134,0,10.5999999999999
5270,1270,"Epsilon-Greedy (eps=0.1)","Ad_C","Desktop","Morning",0,0.12,134,0,10.5999999999999
5271,1271,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Evening",0,0.12,134,0,10.5999999999999
5272,1272,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Afternoon",0,0.12,134,0,10.5999999999999
5273,1273,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",0,0.12,134,0,10.5999999999999
5274,1274,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Afternoon",0,0.12,134,0,10.5999999999999
5275,1275,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Afternoon",0,0.1,134,0.02,10.6199999999999
5276,1276,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Evening",0,0.12,134,0,10.6199999999999
5277,1277,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Morning",0,0.12,134,0,10.6199999999999
5278,1278,"Epsilon-Greedy (eps=0.1)","Ad_A","Tablet","Evening",0,0.05,134,0.07,10.6899999999999
5279,1279,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Afternoon",1,0.1,135,0.02,10.7099999999999
5280,1280,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Morning",0,0.1,135,0.02,10.7299999999999
5281,1281,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Evening",0,0.1,135,0.02,10.7499999999999
5282,1282,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Afternoon",0,0.1,135,0.02,10.7699999999999
5283,1283,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Morning",1,0.1,136,0.02,10.7899999999999
5284,1284,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Afternoon",0,0.1,136,0.02,10.8099999999999
5285,1285,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Afternoon",0,0.1,136,0.02,10.8299999999999
5286,1286,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,136,0.02,10.8499999999999
5287,1287,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,136,0.02,10.8699999999999
5288,1288,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,136,0.02,10.8899999999999
5289,1289,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,136,0.02,10.9099999999999
5290,1290,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,136,0.02,10.9299999999999
5291,1291,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Evening",0,0.1,136,0.02,10.9499999999999
5292,1292,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,136,0.02,10.9699999999999
5293,1293,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Evening",0,0.1,136,0.02,10.9899999999999
5294,1294,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,136,0.02,11.0099999999999
5295,1295,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,136,0.02,11.0299999999999
5296,1296,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,136,0.02,11.0499999999999
5297,1297,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Morning",0,0.12,136,0,11.0499999999999
5298,1298,"Epsilon-Greedy (eps=0.1)","Ad_C","Mobile","Afternoon",0,0.12,136,0,11.0499999999999
5299,1299,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Morning",0,0.12,136,0,11.0499999999999
5300,1300,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Evening",1,0.1,137,0.02,11.0699999999999
5301,1301,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",1,0.1,138,0.02,11.0899999999999
5302,1302,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Evening",0,0.1,138,0.02,11.1099999999999
5303,1303,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,138,0.02,11.1299999999999
5304,1304,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,138,0.02,11.1499999999999
5305,1305,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,138,0.02,11.1699999999999
5306,1306,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,138,0.02,11.1899999999999
5307,1307,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Evening",0,0.1,138,0.02,11.2099999999999
5308,1308,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Morning",1,0.1,139,0.02,11.2299999999999
5309,1309,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Evening",0,0.1,139,0.02,11.2499999999999
5310,1310,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Afternoon",0,0.1,139,0.02,11.2699999999999
5311,1311,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Evening",0,0.12,139,0,11.2699999999999
5312,1312,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Morning",0,0.1,139,0.02,11.2899999999999
5313,1313,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,139,0.02,11.3099999999999
5314,1314,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Afternoon",0,0.1,139,0.02,11.3299999999999
5315,1315,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Morning",0,0.1,139,0.02,11.3499999999999
5316,1316,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Evening",0,0.1,139,0.02,11.3699999999999
5317,1317,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,139,0.02,11.3899999999999
5318,1318,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Morning",0,0.1,139,0.02,11.4099999999999
5319,1319,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,139,0.02,11.4299999999999
5320,1320,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,139,0.02,11.4499999999999
5321,1321,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Evening",0,0.1,139,0.02,11.4699999999999
5322,1322,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Afternoon",1,0.1,140,0.02,11.4899999999999
5323,1323,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",1,0.1,141,0.02,11.5099999999999
5324,1324,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Evening",1,0.1,142,0.02,11.5299999999999
5325,1325,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,142,0.02,11.5499999999999
5326,1326,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,142,0.02,11.5699999999999
5327,1327,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Evening",0,0.1,142,0.02,11.5899999999999
5328,1328,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,142,0.02,11.6099999999999
5329,1329,"Epsilon-Greedy (eps=0.1)","Ad_C","Tablet","Evening",0,0.12,142,0,11.6099999999999
5330,1330,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Afternoon",0,0.1,142,0.02,11.6299999999999
5331,1331,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Evening",1,0.1,143,0.02,11.6499999999999
5332,1332,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Afternoon",0,0.1,143,0.02,11.6699999999999
5333,1333,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Afternoon",0,0.1,143,0.02,11.6899999999999
5334,1334,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,143,0.02,11.7099999999999
5335,1335,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,143,0.02,11.7299999999999
5336,1336,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Afternoon",0,0.1,143,0.02,11.7499999999999
5337,1337,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,143,0.02,11.7699999999999
5338,1338,"Epsilon-Greedy (eps=0.1)","Ad_D","Tablet","Morning",0,0.1,143,0.02,11.7899999999999
5339,1339,"Epsilon-Greedy (eps=0.1)","Ad_A","Tablet","Morning",0,0.05,143,0.07,11.8599999999999
5340,1340,"Epsilon-Greedy (eps=0.1)","Ad_A","Desktop","Afternoon",0,0.05,143,0.07,11.9299999999999
5341,1341,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Evening",0,0.1,143,0.02,11.9499999999999
5342,1342,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,143,0.02,11.9699999999999
5343,1343,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,143,0.02,11.9899999999999
5344,1344,"Epsilon-Greedy (eps=0.1)","Ad_A","Desktop","Afternoon",0,0.05,143,0.07,12.0599999999999
5345,1345,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Afternoon",0,0.1,143,0.02,12.0799999999999
5346,1346,"Epsilon-Greedy (eps=0.1)","Ad_D","Mobile","Morning",0,0.1,143,0.02,12.0999999999999
5347,1347,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Afternoon",0,0.1,143,0.02,12.1199999999999
5348,1348,"Epsilon-Greedy (eps=0.1)","Ad_D","Desktop","Afternoon",0,0.1,143,0.02,12.1399999999999
